0.000000, 0.000000, 0.000085, 0.000000
0.012566, 0.000256, 0.000341, 0.000256
0.025133, 0.001024, 0.001109, 0.001024
0.037699, 0.002303, 0.002389, 0.002303
0.050265, 0.004095, 0.004180, 0.004095
0.062832, 0.006397, 0.006482, 0.006397
0.075398, 0.009209, 0.009293, 0.009209
0.087965, 0.012529, 0.012613, 0.012529
0.100531, 0.016356, 0.016440, 0.016356
0.113097, 0.020686, 0.020770, 0.020686
0.125664, 0.025517, 0.025600, 0.025517
0.138230, 0.030844, 0.030926, 0.030844
0.150796, 0.036662, 0.036742, 0.036662
0.163363, 0.042964, 0.043043, 0.042964
0.175929, 0.049743, 0.049821, 0.049743
0.188496, 0.056990, 0.057066, 0.056990
0.201062, 0.064695, 0.064769, 0.064695
0.213628, 0.072847, 0.072919, 0.072847
0.226195, 0.081432, 0.081502, 0.081432
0.238761, 0.090436, 0.090503, 0.090436
0.251327, 0.099841, 0.099905, 0.099841
0.263894, 0.109630, 0.109691, 0.109630
0.276460, 0.119782, 0.119839, 0.119782
0.289027, 0.130274, 0.130327, 0.130274
0.301593, 0.141081, 0.141129, 0.141081
0.314159, 0.152176, 0.152219, 0.152176
0.326726, 0.163529, 0.163567, 0.163529
0.339292, 0.175107, 0.175139, 0.175107
0.351858, 0.186875, 0.186900, 0.186875
0.364425, 0.198794, 0.198812, 0.198794
0.376991, 0.210823, 0.210834, 0.210823
0.389557, 0.222917, 0.222920, 0.222917
0.402124, 0.235028, 0.235022, 0.235028
0.414690, 0.247103, 0.247088, 0.247104
0.427257, 0.259088, 0.259063, 0.259089
0.439823, 0.270923, 0.270887, 0.270923
0.452389, 0.282544, 0.282497, 0.282544
0.464956, 0.293882, 0.293823, 0.293882
0.477522, 0.304866, 0.304794, 0.304866
0.490088, 0.315418, 0.315332, 0.315418
0.502655, 0.325456, 0.325356, 0.325456
0.515221, 0.334893, 0.334777, 0.334893
0.527788, 0.343636, 0.343504, 0.343636
0.540354, 0.351587, 0.351438, 0.351587
0.552920, 0.358644, 0.358476, 0.358644
0.565487, 0.364696, 0.364509, 0.364696
0.578053, 0.369628, 0.369422, 0.369629
0.590619, 0.373320, 0.373092, 0.373320
0.603186, 0.375644, 0.375393, 0.375644
0.615752, 0.376465, 0.376191, 0.376465
0.628319, 0.375644, 0.375345, 0.375644
0.640885, 0.373033, 0.372709, 0.373033
0.653451, 0.368480, 0.368130, 0.368480
0.666018, 0.361825, 0.361447, 0.361825
0.678584, 0.352901, 0.352494, 0.352901
0.691150, 0.341537, 0.341100, 0.341537
0.703717, 0.327552, 0.327085, 0.327552
0.716283, 0.310764, 0.310265, 0.310764
0.728849, 0.290980, 0.290449, 0.290981
0.741416, 0.268007, 0.267442, 0.268007
0.753982, 0.241643, 0.241044, 0.241643
0.766549, 0.211684, 0.211050, 0.211684
