0.000000, 0.000000, 0.002133, 0.000000
0.062832, 0.006397, 0.008519, 0.006407
0.125664, 0.025517, 0.027579, 0.025537
0.188496, 0.056990, 0.058891, 0.057020
0.251327, 0.099841, 0.101429, 0.099884
0.314159, 0.152176, 0.153237, 0.152232
0.376991, 0.210823, 0.211077, 0.210895
0.439823, 0.270923, 0.270010, 0.271013
0.502655, 0.325456, 0.322925, 0.325565
0.565487, 0.364696, 0.360002, 0.364822
0.628319, 0.375644, 0.368157, 0.375777
0.691150, 0.341537, 0.330593, 0.341656
0.753982, 0.241643, 0.226646, 0.241710
0.816814, 0.051694, 0.032314, 0.051644
0.879646, -0.254494, -0.278000, -0.254756
0.942478, -0.701465, -0.727776, -0.702063
1.005310, -1.305718, -1.331837, -1.306787
1.068142, -2.065623, -2.086199, -2.067262
1.130973, -2.947343, -2.954181, -2.949531
1.193805, -3.867883, -3.850063, -3.870336
1.256637, -4.679002, -4.624313, -4.681005
1.319469, -5.159894, -5.058416, -5.160171
1.382301, -5.031509, -4.881989, -5.028288
1.445133, -4.009088, -3.827767, -4.000603
1.507964, -1.907168, -1.736528, -1.892847
1.570796, 1.204113, 1.292628, 1.221775
1.633628, 4.828296, 4.746905, 4.841861
1.696460, 7.949640, 7.631440, 7.946676
1.759292, 9.163729, 8.624554, 9.131380
1.822124, 7.174827, 6.576713, 7.110970
1.884956, 1.662685, 1.323326, 1.590650
1.947787, -5.809500, -5.534003, -5.835232
2.010619, -11.597977, -10.583957, -11.515591
2.073451, -11.383600, -10.044104, -11.187488
2.136283, -3.336918, -2.643951, -3.146379
2.199115, 8.659397, 7.770768, 8.622852
2.261947, 15.348868, 13.072982, 14.964186
2.324779, 8.786023, 7.027968, 8.314605
2.387610, -7.803844, -6.736864, -7.753896
2.450442, -18.013664, -14.399504, -17.177031
2.513274, -7.441181, -5.396981, -6.683995
2.576106, 14.517032, 11.327622, 13.828856
2.638938, 18.046957, 13.044824, 16.356790
2.701770, -6.500284, -5.109769, -6.395507
2.764602, -22.708674, -15.549935, -20.080284
2.827433, 0.998149, 1.191991, 1.531187
2.890265, 25.059250, 15.898742, 21.223605
2.953097, -1.301817, -1.343685, -1.865353
3.015929, -26.947436, -15.456099, -21.331197
3.078761, 9.422243, 5.682072, 8.094495
3.141593, 24.597398, 12.345707, 17.537118
3.204425, -24.459648, -12.139127, -17.739055
3.267256, -7.937702, -3.024396, -4.228624
3.330088, 32.393447, 13.315706, 19.873438
3.392920, -24.509960, -9.690588, -14.931739
3.455752, -5.075504, -1.249971, -1.610662
3.518584, 31.081768, 9.354790, 14.419365
3.581416, -37.810729, -10.427898, -16.535338
3.644247, 25.754546, 6.434057, 10.526891
3.707079, -4.444965, -1.260993, -2.343050
3.769911, -16.565226, -2.463702, -3.747534
3.832743, 32.124400, 4.036581, 6.447116
3.895575, -41.437830, -3.926340, -6.389037
3.958407, 46.139958, 2.886924, 4.749547
4.021239, -48.446938, -1.475550, -2.441424
4.084070, 50.038067, -0.042779, -0.074907
4.146902, -51.507159, 1.582757, 2.625147
4.209734, 52.040385, -3.046043, -5.010087
4.272566, -49.190172, 4.109419, 6.665941
4.335398, 39.069529, -4.074250, -6.447754
4.398230, -17.845792, 1.983109, 2.878030
4.461062, -14.452969, 2.670942, 4.658402
4.523893, 48.369706, -8.565984, -13.788452
4.586725, -62.757377, 11.531894, 17.882829
4.649557, 35.859542, -6.475841, -9.540982
4.712389, 26.116525, -6.092732, -9.472754
4.775221, -68.251715, 14.570510, 21.353775
4.838053, 28.954793, -5.465840, -7.578642
4.900885, 56.577545, -12.825377, -17.965578
4.963716, -52.738653, 10.656292, 14.396858
5.026548, -52.613848, 11.694570, 15.363962
5.089380, 49.679833, -9.283507, -11.989092
5.152212, 71.247025, -14.028076, -17.275331
5.215044, -9.003717, 0.710883, 1.214192
5.277876, -78.047880, 12.429990, 14.664596
5.340708, -70.419850, 10.741459, 11.903019
5.403539, -10.781563, 2.083571, 1.795806
5.466371, 50.008570, -4.847730, -5.628680
5.529203, 84.714661, -7.093331, -7.644982
5.592035, 93.635337, -6.029026, -6.219900
5.654867, 88.954450, -3.819479, -3.808356
5.717699, 82.458524, -1.676666, -1.634005
5.780530, 81.292693, 0.210177, 0.199065
5.843362, 87.806153, 2.163698, 2.108856
5.906194, 99.383662, 4.446268, 4.461956
5.969026, 106.785531, 6.634708, 6.929962
6.031858, 93.197153, 7.051626, 7.772628
6.094690, 40.995683, 3.142531, 3.958924
6.157522, -45.780117, -5.664922, -5.853947
6.220353, -113.286675, -13.338226, -15.404403
