-3.000000, -7.000000
-2.753906, -6.296875
-2.532532, -5.660492
-2.333530, -5.084420
-2.154781, -4.562845
-1.994368, -4.090512
-1.850561, -3.662669
-1.721796, -3.275020
-1.606658, -2.923681
-1.503873, -2.605142
-1.412285, -2.316227
-1.330856, -2.054066
-1.258642, -1.816064
-1.194796, -1.599873
-1.138551, -1.403373
-1.089214, -1.224644
-1.046160, -1.061951
-1.008825, -0.913724
-0.976702, -0.778545
-0.949332, -0.655129
-0.926300, -0.542316
-0.907234, -0.439054
-0.891798, -0.344393
-0.879691, -0.257473
-0.870639, -0.177516
-0.864398, -0.103818
-0.860748, -0.035740
-0.859492, 0.027294
-0.860451, 0.085808
-0.863468, 0.140275
-0.868400, 0.191125
-0.875119, 0.238746
-0.883512, 0.283491
-0.893479, 0.325680
-0.904929, 0.365603
-0.917782, 0.403524
-0.931968, 0.439683
-0.947426, 0.474297
-0.964100, 0.507564
-0.981944, 0.539664
-1.000917, 0.570762
-1.020983, 0.601007
-1.042112, 0.630537
-1.064279, 0.659475
-1.087464, 0.687938
-1.111649, 0.716030
-1.136822, 0.743847
-1.162973, 0.771478
-1.190095, 0.799005
-1.218185, 0.826503
-1.247242, 0.854044
-1.277267, 0.881690
-1.308264, 0.909504
-1.340239, 0.937542
-1.373199, 0.965857
-1.407155, 0.994498
-1.442118, 1.023513
-1.478101, 1.052946
-1.515118, 1.082840
-1.553187, 1.113234
-1.592324, 1.144169
-1.632549, 1.175679
-1.673881, 1.207803
-1.716343, 1.240574
-1.759957, 1.274027
-1.804747, 1.308194
-1.850738, 1.343108
-1.897957, 1.378800
-1.946430, 1.415304
-1.996187, 1.452648
-2.047257, 1.490866
-2.099670, 1.529987
-2.153459, 1.570043
-2.208655, 1.611064
-2.265294, 1.653083
-2.323411, 1.696129
-2.383040, 1.740234
-2.444220, 1.785432
-2.506989, 1.831753
-2.571387, 1.879230
-2.637454, 1.927898
-2.705231, 1.977788
-2.774763, 2.028937
-2.846093, 2.081377
-2.919266, 2.135147
-2.994330, 2.190280
-3.071332, 2.246815
-3.150321, 2.304789
-3.231349, 2.364240
-3.314467, 2.425209
-3.399728, 2.487735
-3.487188, 2.551859
-3.576901, 2.617624
-3.668927, 2.685074
-3.763324, 2.754251
-3.860154, 2.825201
-3.959477, 2.897971
-4.061359, 2.972609
-4.165865, 3.049161
-4.273062, 3.127679
-4.383019, 3.208214
-4.495808, 3.290818
-4.611501, 3.375543
-4.730172, 3.462447
-4.851899, 3.551584
-4.976759, 3.643012
-5.104834, 3.736791
-5.236205, 3.832982
-5.370959, 3.931646
-5.509181, 4.032848
-5.650960, 4.136652
-5.796390, 4.243127
-5.945562, 4.352341
-6.098574, 4.464364
-6.255524, 4.579270
-6.416514, 4.697131
-6.581648, 4.818025
-6.751031, 4.942030
-6.924775, 5.069225
-7.102990, 5.199694
-7.285791, 5.333519
-7.473298, 5.470788
-7.665630, 5.611590
-7.862913, 5.756015
-8.065273, 5.904156
-8.272841, 6.056109
-8.485751, 6.211973
-8.704140, 6.371848
-8.928151, 6.535838
